Company Name,Url,Twitter Handle,Date added,Country 1,City 1,Country 2,City 2,Country 3,City 3,Country 4,City 4,Country 5,City 5,Country 6,City 6,Country 7,City 7,Country 8,City 8,Country 9,City 9,Country 10,City 10,Country 11,City 11,Country 12,City 12,Country 13,City 13,Country 14,City 14,Country 15,City 15,Country 16,City 16,Country 17,City 17,Country 18,City 18,Country 19,City 19,Country 20,City 20,Country 21,City 21,Country 22,City 22,Country 23,City 23,Country 24,City 24,Country 25,City 25
Metric,https://www.metricdesign.no/,,2019-11-25,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hales Curtis,http://halescurtis.com/,,2019-11-28,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noë & Associates,https://noeassociates.com/,,2019-12-03,England,London,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Design Lab,https://branddesignlab.net/,,2019-12-10,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovably,https://www.lovably.com/,lovablystudio,2019-12-10,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVCD Brand Studio,https://www.avcd.in,,2019-12-10,India,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make Future,https://www.makefuture.co/,,2019-12-11,England,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVER°FRANKE,https://www.cleverfranke.com/,cleverfranke,2019-12-11,United States,"Chicago, IL",Netherlands,Utrecht,UAE,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mighty Shed,https://www.themightyshed.com/,,2019-12-11,England,Birmingham,United States,"Charleston, SC",United States,"New York City, NY",United States,"Seattle, WA",United States,"Atlanta, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bielke&Yang,https://bielkeyang.com/,bielkeyang,2019-12-12,Norway,Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Story,https://www.storyuk.com/,storyuk,2019-12-13,Scotland,Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Association,https://www.newassociation.co/,new_assoc,2019-12-16,Australia,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleido Grafik,https://kaleidografik.com/,kaleidografik,2019-12-16,England,Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laguta & Laguta,https://lagutalaguta.com/,,2019-12-17,Russia,Sochi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,https://order.design/,order,2019-12-17,United States,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Weston,http://kenyonweston.com/,,2019-12-20,England,Huddersfield,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoveGunn,https://www.lovegunn.co/,lovegunnstudio,2019-12-21,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stance,https://stance.design/,stance_design,2019-12-23,Scotland,Glasgow,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moth,https://mothdesign.net/,,2019-12-23,United States,"Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperakt,https://www.hyperakt.com/,hyperakt,2019-12-25,United States,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattson,http://mattsoncreative.com/,,2019-12-25,United States,"San Juan Capistrano, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One,https://onedesigncompany.com/,onedesignco,2019-12-25,United States,"Chicago, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbat,https://www.vbat.com/en/,VBAT_Refreshing,2019-12-25,Netherlands,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOSKHOD,https://voskhod.agency/en/,,2019-12-25,Russia,Moscow,Russia,Yekaterinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
substrakt,https://substrakt.com/,,2019-12-26,England,Birmingham,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSR Branding,https://dsrb.com.au/,,2019-12-26,Australia,Brisbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkas,https://thebarkas.com/,,2019-12-26,Denmark,Copenhagen,Sweden,Stockholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimera Design,https://www.chimera.com.au/,chimera_Design,2019-12-30,Australia,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grapefruit Creative,https://www.grapefruitcreative.co.uk/,,2019-12-30,England,Fareham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dezea,http://dezea.digital,dezea_digital,2019-12-30,Sweden,Stockholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescente,http://fluorescente.design,iamfluorescente,2019-12-30,Colombia,Medellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC&,https://www.jac-and.co/,,2019-12-30,Australia,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesto,https://pesto.com.uy,StudioPesto,2019-12-30,Uruguay,Montevideo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boundless,https://www.theboundless.co.uk/,,2019-12-30,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey Fungus,www.monkeyfungus.com,FungusMonkey,2019-12-30,England,Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Nur,https://studionur.com/,,2019-12-30,Hungary,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de_form,https://de-form.hu/,,2019-12-30,Hungary,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2 Studio,http://l2studio.co/,,2019-12-30,Hungary,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classmate Studio,http://classmatestudio.com/,,2019-12-30,Hungary,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peltan-Brosz,http://peltan-brosz.com/,,2019-12-30,Hungary,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deuce Studio,https://www.deucestudio.com/,deucestudio,2019-12-30,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scamp Studio,https://scamp.studio/,scamp_studio,2019-12-30,England,Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellow Studio,https://fellowstudio.com/,Fellowstudio,2019-12-30,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unseen,https://unseenstudio.net/,,2019-12-30,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Mould,https://www.studiomould.com/,StudioMould,2019-12-30,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mill,https://www.themill.com/,millchannel,2019-12-30,England,London,United States,"Los Angeles, CA",United States,"New York City, NY",United States,"Chicago, IL",Germany,Berlin,India,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factored,https://factored.studio/,factoredstudio,2019-12-31,England,Lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benderski,https://benderski.design/,BenderskiDesign,2019-12-31,Uruguay,Montevideo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meier stracke,https://www.meier-stracke.de/,t_stracke,2019-12-31,Germany,Bielefeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Dog,http://reddog.ie/,,2019-12-31,Ireland,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Works of Heart,http://worksofhe.art/,,2019-12-31,Philippines,Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convey,http://www.we-convey.com/,we_convey,2019-12-31,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMOLINI,https://www.remolino.org/,,2019-12-31,Argentina,Buenos Aires,Switzerland,Zurich,Paraguay,Asuncion,Spain,Madrid,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMAS,https://bmas.agency/,,2019-12-31,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Creative,http://bunkercreative.co.uk/,Bunker_Creative,2020-01-02,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipsy on Colors,https://tipsyoncolors.com,,2020-01-02,Philippines,Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loft 212 Design,https://www.loft212design.com/,,2020-01-02,United States,"Atlanta, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyday industries,https://www.everydayindustries.com/,,2020-01-02,United States,"Atlanta, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The User Story,https://www.theuserstory.com/,theuserstory,2020-01-02,England,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boldinc,https://www.bold-inc.com/,Boldincreative,2020-01-02,Hong Kong,Hong Kong,Singapore,Singapore,England,London,Australia,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayone,https://manyone.com/,,2020-01-02,Sweden,Stockholm,Hong Kong,Hong Kong,Denmark,Aarhus,Denmark,Copenhagen,Netherlands,Rotterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,https://mono.company,mono_company,2020-01-03,Belgium,Ghent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRM,https://www.hrmedia.org.uk/,HRM_PR_Creative,2020-01-06,England,Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Output,https://www.studio-output.com/,StudioOutput,2020-01-07,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Found Studio,https://www.found-studio.com/,Found_Studio,2020-01-07,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HotShot Creative,http://hotshot.agency/,hotshotagency,2020-01-07,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9 Studios,http://r9studios.co.uk,R9studiosUK,2020-01-07,England,Barnsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYLO London,http://www.xylolondon.com/,___xylo___,2020-01-07,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATÖLYE,https://atolye.io/en/home/,atolyeist,2020-01-07,Turkey,Istanbul,UAE,Dubai,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Up North,https://sun-design.co.uk/,sun_branding,2020-03-04,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropikal,http://tropikal.co/,tropikaldesign,2020-01-07,Brazil,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbl Brand Agency,https://www.rbl-brandagency.com/,RBLBrandTeam,2020-01-07,England,Leamington Spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parisleaf,https://parisleaf.com/,Parisleaf,2020-01-08,United States,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up,http://www.studio-up.co.uk/,,2020-01-12,England,Woking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day by Night,https://www.daybynight.co.uk/,,2020-01-07,England,Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brio Media,https://www.briomedia.co.uk,briomedia,2020-01-08,England,Hinckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evoke,https://studioevoke.co.uk/,studio_evoke,2020-01-08,England,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each&Other,https://eachandother.com/,TheOthersHQ,2020-01-08,Ireland,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK Venture,https://www.rkventure.com/,,2020-01-08,United States,"Albuquerque, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinking*Room,http://www.thinkingroominc.com/,thinkingroominc,2020-01-09,Indonesia,Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stckmn,https://www.stckmn.com/,_stckmn,2020-01-09,Scotland,Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monogram,http://monogram.partners/,madebymonogram,2020-01-10,Australia,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Think Design,https://thinkdesignagency.co.uk,thinkdesignmcr,2020-01-10,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jam,https://wearejam.agency/,wearejam_,2020-01-10,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterina Bianchini Studio,https://caterinabianchini.com/,bianchinicat,2020-01-11,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFICIAL Designs,http://officialdesigns.co.uk,officialdesign_,2020-01-12,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau Cool,https://bureau.cool/,BureauCool,2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certain,https://www.wearecertain.com/,WeAreCertain,2020-01-18,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center,http://hello.center.design/,centerbklyn,2020-01-20,United States,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildes District,https://www.wildesdistrict.com/,wildesdistrict,2020-01-20,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charle,https://www.charle.co.uk/,wearecharle,2020-01-21,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George&Harrison,http://www.georgeandharrison.nl/,,2020-01-23,Netherlands,Eindhoven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PriestmanGoode,https://www.priestmangoode.com/,Priestmangoode,2020-01-23,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucleus,https://www.nucleus.co.uk/,nucleuslondon,2020-01-15,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackdaw Studio,https://jackdawstudio.com/,jackdawstudio,2020-01-18,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I&CO,https://iandco.com/,,2020-01-26,United States,"Brooklyn, NY",Japan,Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Treble,https://www.studiotreble.com/,studiotreble,2020-01-26,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Armoury,https://www.thearmoury.agency/,,2020-01-26,England,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kith+Kin,https://kithkin.studio/,kandkin,2020-01-26,England,King's Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple,https://simple.com.au/,,2020-01-26,Australia,Adelaide,Australia,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctu Compu,https://www.sanctuary.computer/,sanctucompu,2020-01-26,United States,"Manhattan, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarza Twins,https://yarzatwins.com/,yarzatwins,2020-01-26,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XK Studio,https://xk.studio/,,2020-01-29,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covers,https://covers-studio.com/,,2020-01-28,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wedge,https://www.wedge.work/,,2020-01-29,Canada,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Workshop,https://theworkshop.co/,,2020-02-02,Canada,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vruchtvlees,https://vruchtvlees.com/,,2020-02-02,Netherlands,The Hague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lundqvist & Dallyn,https://www.lundqvistdallyn.studio/,lundqvistdallyn,2020-02-02,England,Oxfordshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resn,https://resn.co.nz/,resn_has_no_i,2020-02-02,New Zealand,Wellington,Netherlands,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla,https://gorillastudio.co.uk/,,2020-02-02,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Favourite,https://universalfavourite.com.au/,uf_quipsters,2020-02-02,Australia,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any Other Name,https://anyother.name/,,2020-02-02,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Playground,https://www.theplayground.studio/,thplygrnd,2020-02-02,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LJB Studio,https://www.ljbstudio.co.uk/,ljb_studio,2020-02-02,England,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDCO Partners,https://sdcopartners.com/,,2020-02-02,United States,"Charleston, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perks Design,http://perks.design/,,2020-02-02,England,Winchester,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marka Network,https://www.markanetwork.com/,,2020-02-02,Turkey,Antalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uncommon,http://www.uncommon.london/,,2020-02-02,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seachange,https://seachange.studio/,,2020-02-02,New Zealand,Auckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuseproject,https://fuseproject.com/,fuseproject,2020-02-02,United States,"San Francisco, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EveryFriday,https://everyfriday.studio/,,2020-02-09,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Fury,https://studiofury.com/,studiofury,2020-02-09,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke,http://poke.studio/,,2020-02-09,Myanmar,Yangon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bala.,https://bala.mx/,somos_bala,2020-02-09,Mexico,Mexico City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatch,https://hatchinc.co/,hatch_ecommerce,2020-02-09,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA 17,https://area17.com/,opticalcortex,2020-02-10,France,Paris,United States,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARANJO-ETXEBERRIA,https://naranjoetxeberria.com/,,2020-02-11,Spain,Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Kind,http://anotherkind.co.uk/,,2020-02-11,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD SHAPE,https://www.goodshape.studio/,GoodShapeStudio,2020-02-14,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The One Centre,https://theonecentre.com/,onecentregroup,2020-02-18,Australia,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDA,https://pda.studio/,peckdesignassoc,2020-02-19,United States,"Nashville, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saul studio,https://saulstudio.co.uk/,,2020-02-19,England,Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Tide,https://hightidenyc.com/,hightideny,2020-02-24,United States,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locomotive,https://locomotive.ca/en,locomotivemtl,2020-02-25,Canada,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halo,https://wearehalo.co.uk/,weare_halo,2020-02-25,England,Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARK&BITE,https://www.barkandbite.com/,Bark_And_Bite,2020-02-26,England,Leeds,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythology,https://www.mythology.com/,,2020-02-27,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idean,https://www.idean.com/,Idean,2020-03-03,England,London,Norway,Oslo,Germany,Berlin,France,Paris,Belgium,Brussels,France,Montpellier,Spain,Barcelona,Norway,Bergen,Spain,Madrid,Norway,Stavanger,Finland,Tampere,Finland,Helsinki,Spain,Valencia,Netherlands,Utrecht,Sweden,Malmö,Sweden,Stockholm,,,,,,,,,,,,,,,,,,
Archetype,https://www.archetype.co/,archetype,2020-03-03,United States,"Los Angeles, CA",United States,"San Francisco, CA",United States,"Boston, MA",United States,"New York City, NY",England,London,Netherlands,Amsterdam,Spain,Madrid,Italy,Milan,Germany,Munich,France,Paris,Sweden,Stockholm,India,New Delhi,India,Mumbai,India,Bengaluru,Malaysia,Kuala Lumpur,China,Beijing,China,Shanghai,Hong Kong,Hong Kong,Singapore,Singapore,Australia,Sydney,,,,,,,,,,
Doberman,https://doberman.co/,doberman,2020-03-03,United States,"New York City, NY",Sweden,Stockholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic,https://basicagency.com/,basicagency,2020-03-03,United States,"San Diego, CA",United States,Bay Area,United States,"St Louis, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firma,https://www.wearefirma.com/,wearefirma,2020-03-04,Spain,Barcelona,United States,"Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pigment,http://pigment.ch/,,2020-03-05,Switzerland,Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pop & Pac,http://www.pop-pac.com/,,2020-03-05,Australia,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socialclub,https://socialclub.paris/,socialclubparis,2020-03-05,France,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreSleep,https://www.moresleep.net/,,2020-03-05,Germany,Berlin,United States,"Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwtîc,www.bwtic.co.uk,bwtic,2020-03-11,Wales,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WØRKS,https://works.studio/,,2020-03-13,United States,"Portland, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORT,https://www.hort.org.uk/,,2020-03-13,Germany,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Working Assembly,https://theworkingassembly.com/,workingassembly,2020-03-18,United States,"New York City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND,https://workbyland.com/,,2020-03-18,United States,"Austin, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siren,https://sirensf.com/,,2020-03-24,United States,"San Francisco, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
